,site_code,marine_site_name,latitude_x,longitude_x,bioregion_x,island_x,detide_method,year,n,mean,stderr,group_code,marine_sort_order,latitude_y,longitude_y,marine_common_season,marine_season_code,season_sequence,season_name,target_assemblage,method_code,species_code,total,mpa_designation,mpa_region,georegion,bioregion_y,state_province,island_y,last_updated
14,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1720,57.04869843,-135.32314,146,SU17,2,Summer,sea_star,IP,LEPTAS,13,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
15,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1720,57.04869843,-135.32314,146,SU17,2,Summer,sea_star,IP,PISOCH,11,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
16,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1720,57.04869843,-135.32314,146,SU17,2,Summer,sea_star,IP,PYCHEL,0,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
17,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1720,57.04869843,-135.32314,150,SU18,2,Summer,sea_star,IP,DERIMB,0,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
18,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1720,57.04869843,-135.32314,150,SU18,2,Summer,sea_star,IP,EVATRO,5,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
19,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1720,57.04869843,-135.32314,150,SU18,2,Summer,sea_star,IP,HENSPP,0,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
20,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1720,57.04869843,-135.32314,150,SU18,2,Summer,sea_star,IP,KATTUN,4,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
21,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1720,57.04869843,-135.32314,150,SU18,2,Summer,sea_star,IP,LEPTAS,116,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
22,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1720,57.04869843,-135.32314,150,SU18,2,Summer,sea_star,IP,PISOCH,13,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
23,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1720,57.04869843,-135.32314,150,SU18,2,Summer,sea_star,IP,PYCHEL,0,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
24,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2013,21.269613723608444,12.216438715769673,0.05657438628250825,SSSC,1720,57.04869843,-135.32314,130,SU13,2,Summer,sea_star,IP,EVATRO,4,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
25,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2013,21.269613723608444,12.216438715769673,0.05657438628250825,SSSC,1720,57.04869843,-135.32314,130,SU13,2,Summer,sea_star,IP,KATTUN,42,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
26,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2013,21.269613723608444,12.216438715769673,0.05657438628250825,SSSC,1720,57.04869843,-135.32314,130,SU13,2,Summer,sea_star,IP,PISOCH,73,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
27,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2011,20.328299906716417,12.359944853588912,0.05718798336248616,SSSC,1720,57.04869843,-135.32314,122,SU11,2,Summer,sea_star,IP,EVATRO,3,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
28,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2011,20.328299906716417,12.359944853588912,0.05718798336248616,SSSC,1720,57.04869843,-135.32314,122,SU11,2,Summer,sea_star,IP,KATTUN,24,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
29,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2011,20.328299906716417,12.359944853588912,0.05718798336248616,SSSC,1720,57.04869843,-135.32314,122,SU11,2,Summer,sea_star,IP,LEPTAS,163,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
30,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2011,20.328299906716417,12.359944853588912,0.05718798336248616,SSSC,1720,57.04869843,-135.32314,122,SU11,2,Summer,sea_star,IP,PISOCH,56,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
31,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2012,20.25688127935319,12.556607856665657,0.05951183591545692,SSSC,1720,57.04869843,-135.32314,125,SP12,1,Spring,sea_star,IP,EVATRO,5,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
32,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2012,20.25688127935319,12.556607856665657,0.05951183591545692,SSSC,1720,57.04869843,-135.32314,125,SP12,1,Spring,sea_star,IP,KATTUN,13,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
33,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2012,20.25688127935319,12.556607856665657,0.05951183591545692,SSSC,1720,57.04869843,-135.32314,125,SP12,1,Spring,sea_star,IP,LEPTAS,98,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
34,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2012,20.25688127935319,12.556607856665657,0.05951183591545692,SSSC,1720,57.04869843,-135.32314,125,SP12,1,Spring,sea_star,IP,PISOCH,42,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
35,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2012,20.25688127935319,12.556607856665657,0.05951183591545692,SSSC,1720,57.04869843,-135.32314,126,SU12,2,Summer,sea_star,IP,EVATRO,59,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
36,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2012,20.25688127935319,12.556607856665657,0.05951183591545692,SSSC,1720,57.04869843,-135.32314,126,SU12,2,Summer,sea_star,IP,KATTUN,48,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
37,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2012,20.25688127935319,12.556607856665657,0.05951183591545692,SSSC,1720,57.04869843,-135.32314,126,SU12,2,Summer,sea_star,IP,LEPTAS,1288,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
38,SAGE,Sage Rock,57.04869974,-135.3231401,AK,Baranoff,height,2012,20.25688127935319,12.556607856665657,0.05951183591545692,SSSC,1720,57.04869843,-135.32314,126,SU12,2,Summer,sea_star,IP,PISOCH,50,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
39,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2014,21.492567913890312,13.402305916122037,0.05137179293164102,SSSC,1730,57.02249908,-135.35387,134,SU14,2,Summer,sea_star,IP,LEPTAS,217,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
40,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2014,21.492567913890312,13.402305916122037,0.05137179293164102,SSSC,1730,57.02249908,-135.35387,134,SU14,2,Summer,sea_star,IP,PISOCH,417,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
41,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2015,21.873577424172204,13.378321554937278,0.04992548969440008,SSSC,1730,57.02249908,-135.35387,138,SU15,2,Summer,sea_star,IP,KATTUN,228,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
42,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2015,21.873577424172204,13.378321554937278,0.04992548969440008,SSSC,1730,57.02249908,-135.35387,138,SU15,2,Summer,sea_star,IP,LEPTAS,11,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
43,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2015,21.873577424172204,13.378321554937278,0.04992548969440008,SSSC,1730,57.02249908,-135.35387,138,SU15,2,Summer,sea_star,IP,PISOCH,43,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
44,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2016,21.142957428671714,12.83756411329514,0.05414625014630475,SSSC,1730,57.02249908,-135.35387,142,SU16,2,Summer,sea_star,IP,KATTUN,162,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
45,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2016,21.142957428671714,12.83756411329514,0.05414625014630475,SSSC,1730,57.02249908,-135.35387,142,SU16,2,Summer,sea_star,IP,LEPTAS,54,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
46,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2016,21.142957428671714,12.83756411329514,0.05414625014630475,SSSC,1730,57.02249908,-135.35387,142,SU16,2,Summer,sea_star,IP,PISOCH,118,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
47,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1730,57.02249908,-135.35387,146,SU17,2,Summer,sea_star,IP,DERIMB,0,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
48,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1730,57.02249908,-135.35387,146,SU17,2,Summer,sea_star,IP,EVATRO,1,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
49,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1730,57.02249908,-135.35387,146,SU17,2,Summer,sea_star,IP,HENSPP,0,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
50,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1730,57.02249908,-135.35387,146,SU17,2,Summer,sea_star,IP,KATTUN,88,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
51,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1730,57.02249908,-135.35387,146,SU17,2,Summer,sea_star,IP,LEPTAS,56,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
52,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1730,57.02249908,-135.35387,146,SU17,2,Summer,sea_star,IP,PISOCH,109,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
53,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1730,57.02249908,-135.35387,146,SU17,2,Summer,sea_star,IP,PYCHEL,0,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
54,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1730,57.02249908,-135.35387,150,SU18,2,Summer,sea_star,IP,DERIMB,0,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
55,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1730,57.02249908,-135.35387,150,SU18,2,Summer,sea_star,IP,EVATRO,4,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
56,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1730,57.02249908,-135.35387,150,SU18,2,Summer,sea_star,IP,HENSPP,0,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
57,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1730,57.02249908,-135.35387,150,SU18,2,Summer,sea_star,IP,KATTUN,97,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
58,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1730,57.02249908,-135.35387,150,SU18,2,Summer,sea_star,IP,LEPTAS,39,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
59,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1730,57.02249908,-135.35387,150,SU18,2,Summer,sea_star,IP,PISOCH,85,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
60,KAY,Kayak Island,57.02250405,-135.3538684,AK,Kayak,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1730,57.02249908,-135.35387,150,SU18,2,Summer,sea_star,IP,PYCHEL,0,,,AK,Alaska to British Columbia,Alaska,Kayak,2019-10-31 11:29:34
61,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2014,21.492567913890312,13.402305916122037,0.05137179293164102,SSSC,1740,56.98661041,-135.37755,134,SU14,2,Summer,sea_star,IP,DERIMB,1,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
62,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2014,21.492567913890312,13.402305916122037,0.05137179293164102,SSSC,1740,56.98661041,-135.37755,134,SU14,2,Summer,sea_star,IP,EVATRO,5,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
63,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2014,21.492567913890312,13.402305916122037,0.05137179293164102,SSSC,1740,56.98661041,-135.37755,134,SU14,2,Summer,sea_star,IP,KATTUN,182,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
64,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2014,21.492567913890312,13.402305916122037,0.05137179293164102,SSSC,1740,56.98661041,-135.37755,134,SU14,2,Summer,sea_star,IP,LEPTAS,15,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
65,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2014,21.492567913890312,13.402305916122037,0.05137179293164102,SSSC,1740,56.98661041,-135.37755,134,SU14,2,Summer,sea_star,IP,PISOCH,145,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
66,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2015,21.873577424172204,13.378321554937278,0.04992548969440008,SSSC,1740,56.98661041,-135.37755,138,SU15,2,Summer,sea_star,IP,KATTUN,216,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
67,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2015,21.873577424172204,13.378321554937278,0.04992548969440008,SSSC,1740,56.98661041,-135.37755,138,SU15,2,Summer,sea_star,IP,LEPTAS,4,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
68,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2015,21.873577424172204,13.378321554937278,0.04992548969440008,SSSC,1740,56.98661041,-135.37755,138,SU15,2,Summer,sea_star,IP,PISOCH,18,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
69,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2016,21.142957428671714,12.83756411329514,0.05414625014630475,SSSC,1740,56.98661041,-135.37755,142,SU16,2,Summer,sea_star,IP,DERIMB,1,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
70,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2016,21.142957428671714,12.83756411329514,0.05414625014630475,SSSC,1740,56.98661041,-135.37755,142,SU16,2,Summer,sea_star,IP,KATTUN,95,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
71,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2016,21.142957428671714,12.83756411329514,0.05414625014630475,SSSC,1740,56.98661041,-135.37755,142,SU16,2,Summer,sea_star,IP,PISOCH,14,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
72,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1740,56.98661041,-135.37755,146,SU17,2,Summer,sea_star,IP,DERIMB,4,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
73,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1740,56.98661041,-135.37755,146,SU17,2,Summer,sea_star,IP,EVATRO,6,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
74,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1740,56.98661041,-135.37755,146,SU17,2,Summer,sea_star,IP,HENSPP,1,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
75,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1740,56.98661041,-135.37755,146,SU17,2,Summer,sea_star,IP,KATTUN,87,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
76,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1740,56.98661041,-135.37755,146,SU17,2,Summer,sea_star,IP,LEPTAS,5,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
77,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1740,56.98661041,-135.37755,146,SU17,2,Summer,sea_star,IP,PISOCH,22,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
78,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,SSSC,1740,56.98661041,-135.37755,146,SU17,2,Summer,sea_star,IP,PYCHEL,0,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
79,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1740,56.98661041,-135.37755,150,SU18,2,Summer,sea_star,IP,DERIMB,0,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
80,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1740,56.98661041,-135.37755,150,SU18,2,Summer,sea_star,IP,EVATRO,6,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
81,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1740,56.98661041,-135.37755,150,SU18,2,Summer,sea_star,IP,HENSPP,0,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
82,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1740,56.98661041,-135.37755,150,SU18,2,Summer,sea_star,IP,KATTUN,70,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
83,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1740,56.98661041,-135.37755,150,SU18,2,Summer,sea_star,IP,LEPTAS,39,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
84,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1740,56.98661041,-135.37755,150,SU18,2,Summer,sea_star,IP,PISOCH,18,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
85,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,SSSC,1740,56.98661041,-135.37755,150,SU18,2,Summer,sea_star,IP,PYCHEL,0,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
86,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2013,21.269613723608444,12.216438715769673,0.05657438628250825,SSSC,1740,56.98661041,-135.37755,130,SU13,2,Summer,sea_star,IP,DERIMB,3,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
87,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2013,21.269613723608444,12.216438715769673,0.05657438628250825,SSSC,1740,56.98661041,-135.37755,130,SU13,2,Summer,sea_star,IP,EVATRO,3,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
88,PIRA,Pirates Cove,56.98661316,-135.3775476,AK,Baranoff,height,2013,21.269613723608444,12.216438715769673,0.05657438628250825,SSSC,1740,56.98661041,-135.37755,130,SU13,2,Summer,sea_star,IP,HENSPP,1,,,AK,Alaska to British Columbia,Alaska,Baranoff,2019-10-31 11:29:34
